target,target
ខ្ញុំយល់ស្របនឹងមកទីក្រុងកង់បេរ៉ា!យើង​គឺ​ជា​អ្នក​រ៉ាដា​បំផុត​!,positive
 Skinny dipping with work colleagues?!  Maybe not.  I`d never live it down with this lot!,negative
 finished listening to Last Days of Krypton`s audio book! Loved it...so sad though...,neutral
ការ​ព្យាបាល​ដ៏​កម្រ​មួយ​ដែល​យើង​កម្រ​នឹង​កើត​ឡើង​ហើយ​នៅ​ដើម​ដំបូង!ប៉ុន្តែយើងអាចបង្កើតកណ្តឹងបើកនៅ PDX Farmers Mkt ជាគោលដៅថ្មី។,positive
ស្លាប់ដើម្បីទទួលបានដៃរបស់ខ្ញុំនៅលើប្រអប់ឌីវីឌីការវិនិច្ឆ័យឃាតកម្មប៉ុន្តែក្មេងៗដែលគួរឱ្យខ្លាចទាំងនោះនៅ Amazon នៅតែមិនបញ្ជូនទៅហ្ស៊ីមបាវ៉េ,negative
អរគុណអតិថិជន Japa Dog ថ្មីទាំងអស់គ្នា!ធ្វីតធឺ ផ្សព្វផ្សាយ!យើងចូលចិត្តអតិថិជនថ្មី។,positive
- ខ្ញុំបានអានវាដូចខាងក្រោមៈ 'ខ្ញុំជាអ្វី?!តើ​ខ្ញុំ​បាន​ធ្វើ​អ្វី?បាទ នាងគឺសាមញ្ញណាស់។ខ្ញុំក៏នឹកអ្នកដែរ...',neutral
ឡូយថ្មីទើបតែផ្ញើមកខ្ញុំដោយនិយាយថា 'អរគុណសម្រាប់អ៊ីមែល' ប៉ុន្តែមិនបានឆ្លើយនឹងសំណួររបស់ខ្ញុំទេ ប្រហែលជាត្រូវរកមើលឡូយថ្មីជាងឥឡូវនេះ,neutral
_Fur_Laxis វាធ្វើឱ្យខ្ញុំមានអារម្មណ៍ថាឈឺរាងកាយ។ខ្ញុំបានអាន Let The Right One In ហើយគ្រាន់តែភ័យរន្ធត់ដោយអំពើហិង្សាឆ្មា។គ្រាន់តែគួរឱ្យរន្ធត់,negative
ទុក្ខ​សោក​ល្អ​!ខ្ញុំ​មិន​អាច​និយាយ​អ្វី​បាន​ច្រើន​ទេ ខ្ញុំ​បាន​បើក​ឡាន​ទៅ​ផ្ទះ​ពី Martin តាម​រយៈ IKE កាល​ពី​រដូវ​ស្លឹក​ឈើ​ជ្រុះ​មុន។ចាប់អារម្មណ៍ស្តាប់គាត់និយាយ!,neutral
ខ្យល់ព្យុះនៅខាងក្រៅ,neutral
ក្នុងនាមជាអ្នកអានត្រឹមត្រូវ ខ្ញុំត្រូវតែយល់ព្រមជាមួយអ្នក 100%!,positive
ទើបតែបញ្ចប់ការមើល Star Trek នៅក្នុង IMAX ។..អាចមើលវាពេញមួយយប់។..រស់នៅបានយូរនិងរុងរឿង,positive
បាទ ខ្ញុំ​បាន​កត់​សម្គាល់​ថា​ខ្ញុំ​នឹក Spender។ប៉ុន្តែអ្នកបាននៅជិតគាត់។តើ​អ្នក​កាន់​យ៉ាង​ណា?,negative
ម៉ាក់​ខ្ញុំ​ទើប​មក​ផ្ទះ ទីបំផុត​គាត់​យក​ខ្សែ​ហ្គីតា​មក​ឲ្យ​ខ្ញុំ!យាយ!,positive
អាហារថ្ងៃត្រង់ថ្ងៃម្តាយដំបូងជាមួយគ្រួសារ,neutral
ខ្ញុំ​មិន​មាន​អារម្មណ៍​អាក្រក់​ពេក​ទេ ប៉ុន្តែ​មិន​ប្រាកដ​ថា​ខ្ញុំ​គួរ​បញ្ជាក់​ពី​អ្វី​នោះ​ទេ។អាចជាថ្នាំផ្តាសាយ និងផ្តាសាយគេង;ជាតិអាល់កុល;ឬកាន់តែប្រសើរឡើង ...,neutral
ហាហា អ្នកជាម្ចាស់ lab.hr ខ្ញុំជាម្ចាស់ lab.ba ហាក់ដូចជាយើងគិតតាមរបៀបស្រដៀងគ្នា,positive
រូបភាពនេះធ្វើអោយខ្ញុំស្រក់ទឹកភ្នែក http://www.twitpic.com/671w1,negative
ហ៊ឺយ!,positive
គ្រាន់តែចុចពាក្យ 3000 សម្រាប់កំណត់សម្គាល់ភូមិសាស្ត្ររបស់គាត់ ហើយខ្ញុំមិនបានធ្វើវាសម្រាប់ GCSE ទេ?មានន័យថា ពេលដែលខ្ញុំធ្វើទំព័រប្រវត្តិសាស្ត្រ,neutral
វាជាការចាប់ផ្តើមមិនល្អចំពោះថ្ងៃដែលអ្នកបែកញើសគូទមុនម៉ោង 0930 នៅជួរ,negative
ហេ1!ធ្វើកាលពីម្សិលមិញគឺជាពិធីជប់លៀងរបស់ខ្ញុំហើយវាល្អបំផុត។ខ្ញុំចង់ត្រលប់ទៅពេលវេលាវិញ :] ខ្ញុំនឹករាល់ការរើសថ្មីឆាប់ៗនេះ myspace.com/risound,neutral
តើមានអ្វីកើតឡើងជាមួយនាង???ម៉េចក៏នាងប្លែកម្ល៉េះ???,negative
"Heading to the office through a very quiet Stockholm, at least its not sunny",neutral
តើខ្ញុំអាចរំពឹងអ្វីទៀតពីអ្នក?អ្នកមិនដែលបរាជ័យក្នុងការធ្វើឱ្យខ្ញុំបរាជ័យឡើយ។,negative
បិទអ៊ីនធឺណិតឥឡូវនេះ សរសេរវា,neutral
**** ខ្ញុំបានបរាជ័យក្នុងការប៉ុនប៉ងធ្វើឃាតរបស់ខ្ញុំលើ Louis re: http://ff.im/3mrIM,negative
ខ្ញុំ​គិត​ថា​មាន​អ្វី​មួយ​ខុស​ជាមួយ​វីដេអូ វា​ផ្ទុក​ត្រឹម​តែ 40 វិនាទី​ដំបូង​ប៉ុណ្ណោះ។,negative
មិន​ទាន់​មាន​ការ​ហៅ​ទូរសព្ទ... ហ៊ឺម។ប្រហែល​ជា​ការ​ហៅ​ចេញ​ពី​ចុង​បញ្ចប់​របស់​ខ្ញុំ​គឺ​មាន​លំដាប់?ខ្ញុំនឹងរង់ចាំយូរជាងនេះបន្តិច យប់ថ្ងៃព្រហស្បតិ៍ ច្រើនតែជាពេល 'ព្រឺព្រួច' ។,negative
ខ្ញុំឃ្លាន និងត្រជាក់របស់វា។,neutral
រៀនក្មេងប្រុសក្បាលពីរដោយសណ្ឋាគារទឹកដោះគោអព្យាក្រឹត,neutral
ខ្ញុំសុំទោសដែលខ្ញុំធ្វេសប្រហែសអ្នក twitter ។,negative
អង្គុយ​នៅ​ក្នុង​បន្ទប់​គេង​ស្ទើរ​តែ​ទទេ រង់ចាំ Jordan មក​ទទួល​យក​រឿង​ចុង​ក្រោយ ហើយ​និយាយ​លា។គាត់បញ្ចប់ការសិក្សានៅថ្ងៃស្អែក។,neutral
_SRod Shouldn`t you know your National Holidays?,neutral
ចង់អោយអ្នកណាម្នាក់ចំណាយពេលល្ងាចរដូវក្តៅរបស់នាងជាមួយខណៈពេលដែលនាងកំពុងស្ថិតក្នុងអារម្មណ៍ស្ងប់ស្ងាត់ល្អបែបនេះ!,positive
ដល់ម៉ោងបាយថ្ងៃត្រង់ មិនអាចរង់ចាំបានទេ។ខ្ញុំទៅ Mcd's,neutral
តើ **** ធ្វើដូចម្តេច 2833 បទ បំពេញ iPod ដែលសន្មត់ថាផ្ទុក 4000?,negative
ខ្ញុំនឹកពួកគេនៅ Red Rocks ។សោកសៅពីរបីថ្ងៃ។,negative
មិនទាន់បានចូលរៀនទេ!!!http://plurk.com/p/wy69d,neutral
នៅទំព័រ 214 នៃ 320 នៃការក្បត់ដោយ P.C.ខាស។ពិតជាចាប់ផ្តើមរីករាយជាមួយស៊េរីនេះ។,positive
មានអ្វីមួយអំពីតំបន់នេះដែលធ្វើឱ្យ tonsils របស់ខ្ញុំហើមជារៀងរាល់ថ្ងៃ។ខ្ញុំមិនយល់ទេ.. ខ្ញុំមានអារម្មណ៍ពិបាកចិត្តបន្តិច។#FF ធ្វើបាន4ហើយ!!,negative
ទើបតែបានមើលរឿង hella home ជាមួយមីង និងពូរបស់ខ្ញុំ។ខ្ញុំនឹកថ្ងៃដែលគ្រួសារយើងទាំងអស់គ្នានៅជាមួយគ្នា,negative
ចុះហត្ថលេខាសម្រាប់ពេលយប់។មើល 'The Reader' ហើយខ្ញុំប្រាកដថាខ្ញុំនឹងផ្អាកនៅពេលណាមួយ។រាត្រីសួស្តីទាំងអស់គ្នា,neutral
ខ្ញុំពិតជាមានកិត្តិយសណាស់ ប្រសិនបើអ្នកអាចពិនិត្យមើលចង្វាក់របស់ខ្ញុំ ប្រហែលជាដំបូន្មានរបស់ sm អំពីអ្វីដែលខ្ញុំត្រូវធ្វើ 2 ធ្វើអោយប្រសើរឡើងនូវសម្លេងទាំងមូលនៃតន្ត្រីរបស់ខ្ញុំ,positive
អូហូ ខ្ញុំភ្លេចប្រាប់អ្នកកាលពីយប់មិញថា ពេលខ្ញុំនៅប៉មអាល់តុន ខ្ញុំបានប៉ះត្រីឆ្លាម វាអស្ចារ្យណាស់!!!!វាមិនមែនជារឿងដ៏ធំនោះទេ។,positive
its weird how thinking about may 2nd totally changed my crappy mood to happiness...i miss  so much,positive
រំសាយមេដៃ = ឈឺចាប់ជាងការដកម្រាមជើងចេញ។ខ្ញុំ​ត្រូវ​បាន​រំឭក​ពី​រឿង​នេះ​នៅ​ថ្ងៃ​នេះ (អរគុណ​ដោយ​ម្រាម​ជើង​របស់​ខ្ញុំ) ។នៅតែមានអារម្មណ៍ចម្លែក,negative
